Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Year,Month
06-02-2008 14:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2008,02
25-01-2008 15:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4079025,37.78425318,2008,01
21-01-2008 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,CENTRAL,NONE,BAY ST / TAYLOR ST,-122.4152454,37.80541652,2008,01
13-01-2008 16:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,SOUTHERN,UNFOUNDED,POWELL ST / MARKET ST,-122.4075459,37.78440118,2008,01
11-12-2007 19:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2007,12
29-11-2007 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,"ARREST, BOOKED",5TH ST / MARKET ST,-122.4080683,37.78399168,2007,11
15-11-2007 12:02,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,NORTHERN,NONE,100 Block of GROVE ST,-122.4190858,37.77843533,2007,11
14-11-2007 11:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,MARKET ST / SPEAR ST,-122.3956301,37.79378997,2007,11
04-11-2007 13:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,MISSION,NONE,16TH ST / DOLORES ST,-122.4263845,37.76464394,2007,11
31-10-2007 11:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2007,10
30-10-2007 18:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935,2007,10
30-10-2007 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, BOOKED",POWELL ST / MARKET ST,-122.4075459,37.78440118,2007,10
30-10-2007 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,PARK,"ARREST, BOOKED",CARL ST / COLE ST,-122.4499581,37.76580008,2007,10
20-10-2007 15:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / MISSION ST,-122.4020277,37.78624835,2007,10
17-10-2007 12:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,"ARREST, BOOKED",POWELL ST / MARKET ST,-122.4075459,37.78440118,2007,10
04-10-2007 12:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,TENDERLOIN,NONE,POWELL ST / ELLIS ST,-122.4078542,37.7854922,2007,10
19-09-2007 13:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,"ARREST, CITED",POWELL ST / MARKET ST,-122.4075459,37.78440118,2007,09
18-09-2007 08:34,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251,2007,09
06-09-2007 11:25,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,CENTRAL,NONE,POWELL ST / GEARY ST,-122.408231,37.78735949,2007,09
05-09-2007 10:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,TENDERLOIN,NONE,POWELL ST / ELLIS ST,-122.4078542,37.7854922,2007,09
24-08-2007 14:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,TENDERLOIN,NONE,POWELL ST / ELLIS ST,-122.4078542,37.7854922,2007,08
23-08-2007 13:14,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,"ARREST, CITED",POWELL ST / MARKET ST,-122.4075459,37.78440118,2007,08
23-08-2007 10:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,TENDERLOIN,NONE,POWELL ST / ELLIS ST,-122.4078542,37.7854922,2007,08
23-08-2007 08:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2007,08
21-08-2007 14:32,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,NORTHERN,NONE,CHURCH ST / DUBOCE AV,-122.4291288,37.76945562,2007,08
21-08-2007 09:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,TENDERLOIN,NONE,OFARRELL ST / POWELL ST,-122.4080405,37.7864094,2007,08
11-08-2007 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,EXCEPTIONAL CLEARANCE,POWELL ST / MARKET ST,-122.4075459,37.78440118,2007,08
08-08-2007 11:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.4075459,37.78440118,2007,08
07-08-2007 11:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,TENDERLOIN,NONE,POWELL ST / ELLIS ST,-122.4078542,37.7854922,2007,08
06-08-2007 17:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,NONE,2500 Block of MARIPOSA ST,-122.4088055,37.76316899,2007,08
15-07-2007 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2007,07
10-07-2007 21:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, BOOKED",2ND ST / KING ST,-122.3895953,37.7798612,2007,07
30-06-2007 12:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,"ARREST, BOOKED",MISSION ST / 13TH ST,-122.4200102,37.77010993,2007,06
28-06-2007 09:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,"ARREST, CITED",800 Block of STEVENSON ST,-122.4165426,37.77629368,2007,06
26-06-2007 21:16,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,BAYVIEW,NONE,SUNNYDALE AV / BAY SHORE BL,-122.4051095,37.70885631,2007,06
02-06-2007 02:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,TARAVAL,NONE,100 Block of LENOX WY,-122.4655004,37.74169654,2007,06
31-05-2007 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,PARK,NONE,800 Block of HAIGHT ST,-122.4362363,37.77142566,2007,05
30-05-2007 11:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",2500 Block of 22ND ST,-122.4059845,37.75693186,2007,05
05-05-2007 14:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,RICHMOND,NONE,900 Block of PRESIDIO AV,-122.445993,37.78297987,2007,05
04-05-2007 15:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,NORTHERN,UNFOUNDED,100 Block of GROVE ST,-122.4190858,37.77843533,2007,05
18-04-2007 07:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935,2007,04
05-04-2007 02:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,BAYVIEW,NONE,1000 Block of INDIANA ST,-122.3910319,37.75699124,2007,04
04-04-2007 14:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2007,04
04-04-2007 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4085951,37.78370693,2007,04
04-04-2007 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,200 Block of MARKET ST,-122.3968535,37.79267912,2007,04
23-03-2007 11:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,INGLESIDE,NONE,400 Block of GENEVA AV,-122.447125,37.72103059,2007,03
23-03-2007 07:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,INGLESIDE,NONE,GENEVA AV / SAN JOSE AV,-122.4466072,37.72072313,2007,03
22-03-2007 23:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,NONE,2400 Block of MARKET ST,-122.4357738,37.76245918,2007,03
22-03-2007 12:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,NONE,MARKET ST / 3RD ST,-122.4034341,37.78764305,2007,03
19-03-2007 12:56,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,PARK,NONE,DUBOCE AV / NOE ST,-122.4335751,37.76917675,2007,03
10-03-2007 16:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,CENTRAL,PROSECUTED BY OUTSIDE AGENCY,1200 Block of MASON ST,-122.4115228,37.79496739,2007,03
21-02-2007 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2007,02
23-01-2007 01:59,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,NONE,2500 Block of MARIPOSA ST,-122.4088055,37.76316899,2007,01
22-01-2007 11:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2007,01
09-01-2007 08:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2007,01
09-01-2007 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,BAYVIEW,NONE,700 Block of PENNSYLVANIA AV,-122.3930712,37.75635702,2007,01
14-12-2006 11:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,RICHMOND,NONE,900 Block of PRESIDIO AV,-122.445993,37.78297987,2006,12
14-12-2006 09:53,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2006,12
13-12-2006 16:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101352,37.78418891,2006,12
12-12-2006 08:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4079025,37.78425318,2006,12
29-11-2006 13:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,MARKET ST / POWELL ST,-122.4075459,37.78440118,2006,11
27-11-2006 09:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.4075459,37.78440118,2006,11
13-11-2006 12:57,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,NORTHERN,"ARREST, CITED",FILLMORE ST / CHESTNUT ST,-122.4362753,37.80081266,2006,11
01-11-2006 10:27,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251,2006,11
06-10-2006 08:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,CENTRAL,PROSECUTED BY OUTSIDE AGENCY,JONES ST / CLAY ST,-122.414474,37.79322182,2006,10
24-09-2006 16:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2006,09
06-09-2006 12:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935,2006,09
05-09-2006 16:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,2006,09
05-09-2006 11:12,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, BOOKED",MARKET ST / VANNESS AV,-122.4192579,37.77514629,2006,09
27-08-2006 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,SOUTHERN,NONE,200 Block of MARKET ST,-122.3968535,37.79267912,2006,08
23-08-2006 17:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,RICHMOND,NONE,6TH AV / GEARY BL,-122.4642812,37.78101932,2006,08
22-08-2006 08:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,PARK,NONE,BAKER ST / GEARY BL,-122.4427957,37.7828834,2006,08
07-08-2006 10:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,CENTRAL,NOT PROSECUTED,SACRAMENTO ST / TAYLOR ST,-122.4126532,37.79255091,2006,08
07-08-2006 06:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,NONE,1800 Block of HARRISON ST,-122.4132299,37.76753219,2006,08
26-07-2006 12:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,INGLESIDE,NONE,2200 Block of SAN JOSE AV,-122.4462967,37.72119806,2006,07
24-07-2006 21:13,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,5TH ST / MARKET ST,-122.4080683,37.78399168,2006,07
16-07-2006 12:34,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,NORTHERN,"ARREST, BOOKED",HAIGHT ST / FILLMORE ST,-122.4304365,37.77210697,2006,07
11-07-2006 11:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,INGLESIDE,NONE,2200 Block of SAN JOSE AV,-122.4462967,37.72119806,2006,07
28-06-2006 10:55,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,6TH ST / MARKET ST,-122.4102935,37.78223059,2006,06
14-06-2006 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,BAYVIEW,NONE,1000 Block of INDIANA ST,-122.3910319,37.75699124,2006,06
14-06-2006 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,RICHMOND,PROSECUTED BY OUTSIDE AGENCY,900 Block of PRESIDIO AV,-122.445993,37.78297987,2006,06
16-05-2006 15:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,TENDERLOIN,NONE,STOCKTON ST / OFARRELL ST,-122.4064017,37.78661446,2006,05
06-05-2006 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,MISSION,NONE,1900 Block of HARRISON ST,-122.4132331,37.7660616,2006,05
04-05-2006 21:25,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2006,05
02-05-2006 20:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,TARAVAL,NONE,22ND AV / TARAVAL ST,-122.4789025,37.74290798,2006,05
22-04-2006 16:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,BAYVIEW,NONE,SAN BRUNO AV / MANSELL ST,-122.4010737,37.72153543,2006,04
21-04-2006 17:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,NORTHERN,NONE,FILLMORE ST / HAIGHT ST,-122.4304365,37.77210697,2006,04
08-03-2006 10:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,44TH AV / NORIEGA ST,-122.5032628,37.75305574,2006,03
07-03-2006 16:16,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,TARAVAL,NONE,800 Block of ULLOA ST,-122.4660262,37.74092819,2006,03
25-02-2006 02:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707,2006,02
10-02-2006 07:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,10TH ST / MARKET ST,-122.4175047,37.77654004,2006,02
09-02-2006 17:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,TARAVAL,NONE,19TH AV / IRVING ST,-122.4771724,37.76355846,2006,02
29-01-2006 16:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4106615,37.80742775,2006,01
13-01-2006 14:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2006,01
12-01-2006 03:55,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,RICHMOND,NONE,900 Block of PRESIDIO AV,-122.445993,37.78297987,2006,01
31-12-2005 21:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,BAYVIEW,NONE,1000 Block of 22ND ST,-122.3916579,37.75768375,2005,12
12-12-2005 06:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2005,12
02-12-2005 11:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334,2005,12
02-12-2005 08:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2005,12
01-12-2005 03:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4106615,37.80742775,2005,12
01-12-2005 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,BAYVIEW,NONE,1000 Block of 22ND ST,-122.3916579,37.75768375,2005,12
01-12-2005 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,BAYVIEW,NONE,1000 Block of 22ND ST,-122.3916579,37.75768375,2005,12
30-11-2005 15:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,TARAVAL,NOT PROSECUTED,40TH AV / TARAVAL ST,-122.498189,37.74205508,2005,11
30-11-2005 10:25,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,CENTRAL,NOT PROSECUTED,MARKET ST / MONTGOMERY ST,-122.4020702,37.78871987,2005,11
29-11-2005 12:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,CENTRAL,NOT PROSECUTED,POST ST / POWELL ST,-122.4084039,37.78829339,2005,11
29-11-2005 09:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2005,11
28-11-2005 18:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,10TH ST / MISSION ST,-122.4159112,37.77527215,2005,11
28-11-2005 15:29,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NOT PROSECUTED,800 Block of MARKET ST,-122.4076335,37.78418935,2005,11
28-11-2005 14:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,TENDERLOIN,NOT PROSECUTED,500 Block of POWELL ST,-122.4088242,37.79000275,2005,11
18-11-2005 11:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,RICHMOND,NONE,900 Block of PRESIDIO AV,-122.445993,37.78297987,2005,11
18-11-2005 08:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,CENTRAL,UNFOUNDED,700 Block of FRONT ST,-122.399713,37.79828542,2005,11
03-11-2005 02:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,INGLESIDE,NONE,400 Block of GENEVA AV,-122.447125,37.72103059,2005,11
01-11-2005 11:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,RICHMOND,UNFOUNDED,900 Block of PRESIDIO AV,-122.445993,37.78297987,2005,11
01-11-2005 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071,2005,11
31-10-2005 23:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2005,10
31-10-2005 20:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,JUVENILE BOOKED,2100 Block of MARKET ST,-122.429789,37.76665215,2005,10
31-10-2005 20:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2005,10
31-10-2005 20:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2005,10
19-10-2005 11:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",2600 Block of 23RD ST,-122.4059682,37.75436127,2005,10
19-10-2005 09:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",2600 Block of 23RD ST,-122.4059682,37.75436127,2005,10
17-10-2005 08:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,500 Block of MARKET ST,-122.4018331,37.78903977,2005,10
07-10-2005 09:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,BAYVIEW,NONE,1000 Block of INDIANA ST,-122.3910319,37.75699124,2005,10
13-08-2005 19:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,MISSION,NONE,19TH ST / MISSION ST,-122.4192082,37.76023408,2005,08
10-08-2005 11:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,6TH ST / MARKET ST,-122.4102935,37.78223059,2005,08
09-08-2005 15:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,RICHMOND,NONE,900 Block of PRESIDIO AV,-122.445993,37.78297987,2005,08
29-07-2005 08:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,6TH ST / MARKET ST,-122.4102935,37.78223059,2005,07
26-07-2005 10:02,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,UNFOUNDED,500 Block of MARKET ST,-122.4018331,37.78903977,2005,07
25-07-2005 23:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,TARAVAL,NONE,9TH AV / JUDAH ST,-122.4661808,37.76217382,2005,07
16-07-2005 11:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,CENTRAL,NONE,BEACH ST / HYDE ST,-122.4205641,37.80665678,2005,07
27-06-2005 18:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,BAYVIEW,NONE,0 Block of TUBBS ST,-122.3900738,37.75635095,2005,06
05-06-2005 17:55,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,SOUTHERN,NONE,11TH ST / HOWARD ST,-122.4155645,37.77309948,2005,06
22-05-2005 17:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,CENTRAL,NOT PROSECUTED,2800 Block of TAYLOR ST,-122.4159234,37.80859051,2005,05
22-05-2005 13:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2005,05
21-05-2005 21:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2005,05
21-05-2005 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.4589513,37.74810926,2005,05
03-05-2005 14:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2005,05
23-11-2004 14:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,JUVENILE ADMONISHED,6TH ST / MARKET ST,-122.4102935,37.78223059,2004,11
13-11-2004 09:28,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,TENDERLOIN,"ARREST, CITED",0 Block of POWELL ST,-122.4077071,37.78510345,2004,11
18-08-2004 18:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,500 Block of MARKET ST,-122.4018331,37.78903977,2004,08
07-06-2004 18:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,"ARREST, CITED",1100 Block of MARKET ST,-122.4135641,37.77951403,2004,06
14-05-2004 14:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",2100 Block of MARKET ST,-122.429789,37.76665215,2004,05
02-03-2004 17:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935,2004,03
02-03-2004 12:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,PARK,"ARREST, CITED",2200 Block of GEARY BL,-122.4403411,37.78332425,2004,03
16-02-2004 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,200 Block of MARKET ST,-122.3968535,37.79267912,2004,02
19-01-2004 21:27,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,RICHMOND,"ARREST, CITED",DIVISADERO ST / PINE ST,-122.4402516,37.7871116,2004,01
10-12-2003 18:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,TENDERLOIN,NONE,OFARRELL ST / POWELL ST,-122.4080405,37.7864094,2003,12
